02ffeecd09331f27f731b2eabc6d1e0dcd91daa4.flv,02ffeecd09331f27f731b2eabc6d1e0dcd91daa4.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(1, 5)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)(1, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv	(0, 0)(1, 1)(2, 2)(3, 3)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,5c4792c066b3e445d46c603878b1be0a33808111.flv	(1, 0)(3, 1)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,5c4792c066b3e445d46c603878b1be0a33808111.flv	
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv	(1, 0)(2, 1)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv	(1, 0)(3, 1)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(0, 1)(1, 2)(2, 5)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)(2, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(2, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(1, 0)(3, 1)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 0)(2, 1)(3, 2)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 3)
5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(1, 0)(2, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,5c4792c066b3e445d46c603878b1be0a33808111.flv	(0, 0)(1, 1)(2, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv	(0, 0)(1, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv	(0, 0)(1, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(1, 5)
5c4792c066b3e445d46c603878b1be0a33808111.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	
5c4792c066b3e445d46c603878b1be0a33808111.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(2, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(2, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 2)
5c4792c066b3e445d46c603878b1be0a33808111.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
5c4792c066b3e445d46c603878b1be0a33808111.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 0)
5c4792c066b3e445d46c603878b1be0a33808111.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 3)
5c4792c066b3e445d46c603878b1be0a33808111.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
5c4792c066b3e445d46c603878b1be0a33808111.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(2, 0)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(1, 5)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)(1, 2)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 2)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 2)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv	(0, 0)(1, 1)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(1, 5)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 2)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 3)
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(1, 5)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)(1, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(2, 1)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv,811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)
811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv,d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv	(0, 6)(2, 8)(4, 10)(5, 11)(6, 13)(7, 14)(8, 15)
811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 5)
811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 10)
811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv,f5d187eb9c7e5cfc6eaa206f479ede5c10603c68.flv	(0, 0)(1, 1)
811a34d320785afe0f50b9ff7a67a8b7c22e9891.flv,f5d187eb9c7e5cfc6eaa206f479ede5c10603c68.flv	(2, 8)(4, 9)(6, 10)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv	(0, 0)(1, 1)(2, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(1, 5)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 1)(1, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 1)(2, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 1)(2, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)(2, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(4, 2)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(5, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(4, 1)(5, 2)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(5, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(5, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(5, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(5, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(5, 1)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(4, 3)(5, 3)
8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(5, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,9110765efc621b8e551b94889875201f36a48d49.flv	(0, 0)(1, 1)(2, 2)
9110765efc621b8e551b94889875201f36a48d49.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 1)(1, 2)
9110765efc621b8e551b94889875201f36a48d49.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 0)(2, 1)
9110765efc621b8e551b94889875201f36a48d49.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 3)
9110765efc621b8e551b94889875201f36a48d49.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(1, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,925548514617c04feb99967cd1d40d985c467a2f.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)
925548514617c04feb99967cd1d40d985c467a2f.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 0)
925548514617c04feb99967cd1d40d985c467a2f.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(2, 3)
925548514617c04feb99967cd1d40d985c467a2f.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(2, 0)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,934c1d493bed0e2fae442e8970d787f176ac89cb.flv	(0, 0)(1, 1)(2, 2)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 2)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 1)(2, 2)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)(2, 2)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
934c1d493bed0e2fae442e8970d787f176ac89cb.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv	(0, 0)(1, 1)(2, 2)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(2, 1)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(2, 1)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(2, 1)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(2, 1)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(2, 1)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)(2, 3)
ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(2, 1)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv	(0, 0)(1, 1)(2, 2)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)(2, 2)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(2, 1)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv,ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv	(0, 0)(1, 1)(2, 2)
ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(2, 1)
